,query,answer
439,[w:0-10]要[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
440,[w:0-10]$song[w:0-10]来首[w:0-10],[action: 播放音乐-歌名]
441,[w:0-10]来首[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
442,[w:0-10]$song[w:0-10]来一首[w:0-10],[action: 播放音乐-歌名]
443,[w:0-10]来一首[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
444,[w:0-10]$song[w:0-10][@you:call_you][w:0-10]放[w:0-10],[action: 播放音乐-歌名]
445,[w:0-10]$song[w:0-10]放[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
446,[w:0-10][@you:call_you][w:0-10]$song[w:0-10]放[w:0-10],[action: 播放音乐-歌名]
447,[w:0-10][@you:call_you][w:0-10]放[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
448,[w:0-10]放[w:0-10]$song[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
449,[w:0-10]放[w:0-10][@you:call_you][w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
450,[w:0-10]$song[w:0-10][@you:call_you][w:0-10]听[w:0-10],[action: 播放音乐-歌名]
451,[w:0-10]$song[w:0-10]听[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
452,[w:0-10][@you:call_you][w:0-10]$song[w:0-10]听[w:0-10],[action: 播放音乐-歌名]
453,[w:0-10][@you:call_you][w:0-10]听[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
454,[w:0-10]听[w:0-10]$song[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
455,[w:0-10]听[w:0-10][@you:call_you][w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
456,[w:0-10]$song[w:0-10][@you:call_you][w:0-10]唱[w:0-10],[action: 播放音乐-歌名]
457,[w:0-10]$song[w:0-10]唱[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
458,[w:0-10][@you:call_you][w:0-10]$song[w:0-10]唱[w:0-10],[action: 播放音乐-歌名]
459,[w:0-10][@you:call_you][w:0-10]唱[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
460,[w:0-10]唱[w:0-10]$song[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
461,[w:0-10]唱[w:0-10][@you:call_you][w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
462,[w:0-10]$song[w:0-10][@you:call_you][w:0-10]的[w:0-10],[action: 播放音乐-歌名]
463,[w:0-10]$song[w:0-10]的[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
464,[w:0-10][@you:call_you][w:0-10]$song[w:0-10]的[w:0-10],[action: 播放音乐-歌名]
465,[w:0-10][@you:call_you][w:0-10]的[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
466,[w:0-10]的[w:0-10]$song[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
467,[w:0-10]的[w:0-10][@you:call_you][w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
468,[w:0-10]$song[w:0-10][@you:call_you][w:0-10]要[w:0-10],[action: 播放音乐-歌名]
469,[w:0-10]$song[w:0-10]要[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
470,[w:0-10][@you:call_you][w:0-10]$song[w:0-10]要[w:0-10],[action: 播放音乐-歌名]
471,[w:0-10][@you:call_you][w:0-10]要[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
472,[w:0-10]要[w:0-10]$song[w:0-10][@you:call_you][w:0-10],[action: 播放音乐-歌名]
473,[w:0-10]要[w:0-10][@you:call_you][w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
474,[w:0-10][@you:call_you]的[w:0-10]放[w:0-10],[action: 播放音乐-歌手]
475,[w:0-10]放[w:0-10][@you:call_you]的[w:0-10],[action: 播放音乐-歌手]
476,[w:0-10][@you:call_you]的[w:0-10]听[w:0-10],[action: 播放音乐-歌手]
477,[w:0-10]听[w:0-10][@you:call_you]的[w:0-10],[action: 播放音乐-歌手]
478,[w:0-10][@you:call_you]的[w:0-10]唱[w:0-10],[action: 播放音乐-歌手]
479,[w:0-10]唱[w:0-10][@you:call_you]的[w:0-10],[action: 播放音乐-歌手]
480,[w:0-10][@you:call_you]的[w:0-10]要[w:0-10],[action: 播放音乐-歌手]
481,[w:0-10]要[w:0-10][@you:call_you]的[w:0-10],[action: 播放音乐-歌手]
482,[w:0-10][@you:call_you]的[w:0-10]来首[w:0-10],[action: 播放音乐-歌手]
483,[w:0-10]来首[w:0-10][@you:call_you]的[w:0-10],[action: 播放音乐-歌手]
484,[w:0-10][@you:call_you]的[w:0-10]来一首[w:0-10],[action: 播放音乐-歌手]
485,[w:0-10]来一首[w:0-10][@you:call_you]的[w:0-10],[action: 播放音乐-歌手]
486,[w:0-10][@you:call_you][w:0-10]帅[w:0-10],谢谢！希望我的内在能更让你喜欢
487,[w:0-10]帅[w:0-10][@you:call_you][w:0-10],谢谢！希望我的内在能更让你喜欢
488,[w:0-10][@you:call_you][w:0-10]酷[w:0-10],谢谢！希望我的内在能更让你喜欢
489,[w:0-10]酷[w:0-10][@you:call_you][w:0-10],谢谢！希望我的内在能更让你喜欢
490,[w:0-10][@you:call_you][w:0-10]漂亮[w:0-10],谢谢！希望我的内在能更让你喜欢
491,[w:0-10]漂亮[w:0-10][@you:call_you][w:0-10],谢谢！希望我的内在能更让你喜欢
492,[w:0-10]我家鹿晗[w:0-10],我会永远陪着你
493,[w:0-10][@you:call_you][w:0-10]是我的[w:0-10],你也是我的
494,[w:0-10]是我的[w:0-10][@you:call_you][w:0-10],你也是我的
495,[w:0-10][@you:call_you][w:0-10]是我[w:0-10]老公[w:0-10],么么哒
496,[w:0-10][@you:call_you][w:0-10]老公[w:0-10]是我[w:0-10],么么哒
497,[w:0-10]是我[w:0-10][@you:call_you][w:0-10]老公[w:0-10],么么哒
498,[w:0-10]是我[w:0-10]老公[w:0-10][@you:call_you][w:0-10],么么哒
499,[w:0-10]老公[w:0-10][@you:call_you][w:0-10]是我[w:0-10],么么哒
500,[w:0-10]老公[w:0-10]是我[w:0-10][@you:call_you][w:0-10],么么哒
501,[w:0-10][@you:call_you][w:0-10]是我[w:0-10]男朋友[w:0-10],么么哒
502,[w:0-10][@you:call_you][w:0-10]男朋友[w:0-10]是我[w:0-10],么么哒
503,[w:0-10]是我[w:0-10][@you:call_you][w:0-10]男朋友[w:0-10],么么哒
504,[w:0-10]是我[w:0-10]男朋友[w:0-10][@you:call_you][w:0-10],么么哒
505,[w:0-10]男朋友[w:0-10][@you:call_you][w:0-10]是我[w:0-10],么么哒
506,[w:0-10]男朋友[w:0-10]是我[w:0-10][@you:call_you][w:0-10],么么哒
507,[w:0-10]我要[w:0-10]生猴子[w:0-10],[亲亲表情]
508,[w:0-10]生猴子[w:0-10]我要[w:0-10],[亲亲表情]
509,[w:0-10]肯德基[w:0-10]放[w:0-10][@you:call_you][w:0-10]歌[w:0-10],希望大家都吃得开心！
510,[w:0-10]肯德基[w:0-10]放[w:0-10]歌[w:0-10][@you:call_you][w:0-10],希望大家都吃得开心！
511,[w:0-10]肯德基[w:0-10][@you:call_you][w:0-10]放[w:0-10]歌[w:0-10],希望大家都吃得开心！
512,[w:0-10]肯德基[w:0-10][@you:call_you][w:0-10]歌[w:0-10]放[w:0-10],希望大家都吃得开心！
513,[w:0-10]肯德基[w:0-10]歌[w:0-10]放[w:0-10][@you:call_you][w:0-10],希望大家都吃得开心！
514,[w:0-10]肯德基[w:0-10]歌[w:0-10][@you:call_you][w:0-10]放[w:0-10],希望大家都吃得开心！
515,[w:0-10]放[w:0-10]肯德基[w:0-10][@you:call_you][w:0-10]歌[w:0-10],希望大家都吃得开心！
516,[w:0-10]放[w:0-10]肯德基[w:0-10]歌[w:0-10][@you:call_you][w:0-10],希望大家都吃得开心！
517,[w:0-10]放[w:0-10][@you:call_you][w:0-10]肯德基[w:0-10]歌[w:0-10],希望大家都吃得开心！
518,[w:0-10]放[w:0-10][@you:call_you][w:0-10]歌[w:0-10]肯德基[w:0-10],希望大家都吃得开心！
519,[w:0-10]放[w:0-10]歌[w:0-10]肯德基[w:0-10][@you:call_you][w:0-10],希望大家都吃得开心！
520,[w:0-10]放[w:0-10]歌[w:0-10][@you:call_you][w:0-10]肯德基[w:0-10],希望大家都吃得开心！
521,[w:0-10][@you:call_you][w:0-10]肯德基[w:0-10]放[w:0-10]歌[w:0-10],希望大家都吃得开心！
522,[w:0-10][@you:call_you][w:0-10]肯德基[w:0-10]歌[w:0-10]放[w:0-10],希望大家都吃得开心！
523,[w:0-10][@you:call_you][w:0-10]放[w:0-10]肯德基[w:0-10]歌[w:0-10],希望大家都吃得开心！
524,[w:0-10][@you:call_you][w:0-10]放[w:0-10]歌[w:0-10]肯德基[w:0-10],希望大家都吃得开心！
525,[w:0-10][@you:call_you][w:0-10]歌[w:0-10]肯德基[w:0-10]放[w:0-10],希望大家都吃得开心！
526,[w:0-10][@you:call_you][w:0-10]歌[w:0-10]放[w:0-10]肯德基[w:0-10],希望大家都吃得开心！
527,[w:0-10]歌[w:0-10]肯德基[w:0-10]放[w:0-10][@you:call_you][w:0-10],希望大家都吃得开心！
528,[w:0-10]歌[w:0-10]肯德基[w:0-10][@you:call_you][w:0-10]放[w:0-10],希望大家都吃得开心！
529,[w:0-10]歌[w:0-10]放[w:0-10]肯德基[w:0-10][@you:call_you][w:0-10],希望大家都吃得开心！
530,[w:0-10]歌[w:0-10]放[w:0-10][@you:call_you][w:0-10]肯德基[w:0-10],希望大家都吃得开心！
531,[w:0-10]歌[w:0-10][@you:call_you][w:0-10]肯德基[w:0-10]放[w:0-10],希望大家都吃得开心！
532,[w:0-10]歌[w:0-10][@you:call_you][w:0-10]放[w:0-10]肯德基[w:0-10],希望大家都吃得开心！
533,[w:0-10][@you:call_you][w:0-10]全民k歌[w:0-10]唱歌[w:0-10],我在全民k歌里偶尔会试一下，多多支持
534,[w:0-10][@you:call_you][w:0-10]唱歌[w:0-10]全民k歌[w:0-10],我在全民k歌里偶尔会试一下，多多支持
535,[w:0-10]全民k歌[w:0-10][@you:call_you][w:0-10]唱歌[w:0-10],我在全民k歌里偶尔会试一下，多多支持
536,[w:0-10]全民k歌[w:0-10]唱歌[w:0-10][@you:call_you][w:0-10],我在全民k歌里偶尔会试一下，多多支持
537,[w:0-10]唱歌[w:0-10][@you:call_you][w:0-10]全民k歌[w:0-10],我在全民k歌里偶尔会试一下，多多支持
538,[w:0-10]唱歌[w:0-10]全民k歌[w:0-10][@you:call_you][w:0-10],我在全民k歌里偶尔会试一下，多多支持
539,[w:0-10]学校[w:0-10]放[w:0-10][@you:call_you][w:0-10]歌[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
540,[w:0-10]学校[w:0-10]放[w:0-10]歌[w:0-10][@you:call_you][w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
541,[w:0-10]学校[w:0-10][@you:call_you][w:0-10]放[w:0-10]歌[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
542,[w:0-10]学校[w:0-10][@you:call_you][w:0-10]歌[w:0-10]放[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
543,[w:0-10]学校[w:0-10]歌[w:0-10]放[w:0-10][@you:call_you][w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
544,[w:0-10]学校[w:0-10]歌[w:0-10][@you:call_you][w:0-10]放[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
545,[w:0-10]放[w:0-10]学校[w:0-10][@you:call_you][w:0-10]歌[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
546,[w:0-10]放[w:0-10]学校[w:0-10]歌[w:0-10][@you:call_you][w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
547,[w:0-10]放[w:0-10][@you:call_you][w:0-10]学校[w:0-10]歌[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
548,[w:0-10]放[w:0-10][@you:call_you][w:0-10]歌[w:0-10]学校[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
549,[w:0-10]放[w:0-10]歌[w:0-10]学校[w:0-10][@you:call_you][w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
550,[w:0-10]放[w:0-10]歌[w:0-10][@you:call_you][w:0-10]学校[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
551,[w:0-10][@you:call_you][w:0-10]学校[w:0-10]放[w:0-10]歌[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
552,[w:0-10][@you:call_you][w:0-10]学校[w:0-10]歌[w:0-10]放[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
553,[w:0-10][@you:call_you][w:0-10]放[w:0-10]学校[w:0-10]歌[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
554,[w:0-10][@you:call_you][w:0-10]放[w:0-10]歌[w:0-10]学校[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
555,[w:0-10][@you:call_you][w:0-10]歌[w:0-10]学校[w:0-10]放[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
556,[w:0-10][@you:call_you][w:0-10]歌[w:0-10]放[w:0-10]学校[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
557,[w:0-10]歌[w:0-10]学校[w:0-10]放[w:0-10][@you:call_you][w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
558,[w:0-10]歌[w:0-10]学校[w:0-10][@you:call_you][w:0-10]放[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
559,[w:0-10]歌[w:0-10]放[w:0-10]学校[w:0-10][@you:call_you][w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
560,[w:0-10]歌[w:0-10]放[w:0-10][@you:call_you][w:0-10]学校[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
561,[w:0-10]歌[w:0-10][@you:call_you][w:0-10]学校[w:0-10]放[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
562,[w:0-10]歌[w:0-10][@you:call_you][w:0-10]放[w:0-10]学校[w:0-10],一定要好好学习，我会多唱一些你喜欢的歌
563,[w:0-10][@you:call_you][w:0-10]歌[w:0-10]好听[w:0-10],很高兴你会喜欢
564,[w:0-10][@you:call_you][w:0-10]好听[w:0-10]歌[w:0-10],很高兴你会喜欢
565,[w:0-10]歌[w:0-10][@you:call_you][w:0-10]好听[w:0-10],很高兴你会喜欢
566,[w:0-10]歌[w:0-10]好听[w:0-10][@you:call_you][w:0-10],很高兴你会喜欢
567,[w:0-10]好听[w:0-10][@you:call_you][w:0-10]歌[w:0-10],很高兴你会喜欢
568,[w:0-10]好听[w:0-10]歌[w:0-10][@you:call_you][w:0-10],很高兴你会喜欢
569,[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10]歌[w:0-10],你们的喜爱是我前进的动力
570,[w:0-10]喜欢[w:0-10]歌[w:0-10][@you:call_you][w:0-10],你们的喜爱是我前进的动力
571,[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10]歌[w:0-10],你们的喜爱是我前进的动力
572,[w:0-10][@you:call_you][w:0-10]歌[w:0-10]喜欢[w:0-10],你们的喜爱是我前进的动力
573,[w:0-10]歌[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10],你们的喜爱是我前进的动力
574,[w:0-10]歌[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10],你们的喜爱是我前进的动力
